コンデションID,コンディション名称,項目順序,コンディション項目ID,コンディション値,コンディションラベル,登録担当者,登録日付,更新担当者,更新時間
"COD_SETTI_TEHAI_KBN02","設置手配区分02","4","TYUKO_SETTI_HIKIAGE","210","中古設置・引上","fsol05","2009/04/15 17:47:06","fsol14","2009/12/02 15:13:29"
"COD_SETTI_TEHAI_KBN02","設置手配区分02","5","ISETU","220","移設","fsol05","2009/04/15 17:47:06","fsol14","2009/12/02 15:13:29"
"COD_SETTI_TEHAI_KBN02","設置手配区分02","6","TANDOKU_HIKIAGE","230","単独引上","fsol05","2009/04/15 17:47:06","fsol14","2009/12/02 15:13:29"
"COD_SETTI_ZYOUKYOU_KBN01","設置状況区分01","1","TOZITU","1","当日受付分＋未受付","fsol05","2009/03/23 20:12:58","fsol05","2010/01/19 15:11:43"
"COD_SETTI_ZYOUKYOU_KBN01","設置状況区分01","2","MIUKETUKE","2","未受付","fsol05","2009/03/23 20:12:58","fsol05","2010/01/19 15:11:43"
"COD_SETTI_ZYOUKYOU_KBN01","設置状況区分01","3","UKETUKEZUMI","3","受付済","fsol05","2009/03/23 20:12:58","fsol05","2010/01/19 15:11:43"
"COD_SETTI_ZYOUKYOU_KBN01","設置状況区分01","4","MIKANRYOU","4","設置未完了","fsol05","2009/03/23 20:12:58","fsol05","2010/01/19 15:11:43"
"COD_SETTI_ZYOUKYOU_KBN01","設置状況区分01","5","KANRYOU","5","設置完了","fsol05","2009/03/23 20:12:58","fsol05","2010/01/19 15:11:43"
"COD_SETTI_ZYOUKYOU_KBN01","設置状況区分01","6","KAKUNINMATI","6","設置完了（完了確認待）","fsol05","2009/03/23 20:12:58","fsol05","2010/01/19 15:11:43"
"COD_SETTI_ZYOUKYOU_KBN01","設置状況区分01","7","KAKUNINZUMI","7","設置完了（完了確認済）","fsol05","2009/03/23 20:12:58","fsol05","2010/01/19 15:11:43"
"COD_SETTI_ZYOUKYOU_KBN02","設置状況区分02","1","MIUKETUKE","1","未受付","fsol05","2009/03/23 20:12:58","fsol05","2010/01/19 15:12:58"
"COD_SETTI_ZYOUKYOU_KBN02","設置状況区分02","2","MIKANRYOU","2","設置未完了","fsol05","2009/03/23 20:12:58","fsol05","2010/01/19 15:12:58"
"COD_SETTI_ZYOUKYOU_KBN02","設置状況区分02","3","KANRYOU","3","設置完了","fsol05","2009/03/23 20:12:58","fsol05","2010/01/19 15:12:58"
"COD_SETTI_ZYOUKYOU_KBN02","設置状況区分02","4","KAKUNINMATI","4","設置完了（完了確認待）","fsol05","2009/03/23 20:12:58","fsol05","2010/01/19 15:12:58"
"COD_SHN_HANSOKU_KBN01","商品販促区分01","1","SHN","0","商品代","fsol10","2011/01/06 22:40:34","fsol10","2011/01/06 22:40:34"
"COD_SHN_HANSOKU_KBN01","商品販促区分01","2","HANSOKU","1","販促代","fsol10","2011/01/06 22:40:34","fsol10","2011/01/06 22:40:34"
"COD_SHN_HANSOKU_KBN02","商品販促区分02","1","ALLVALUE","ALLVALUE","全て","fsol10","2011/01/13 16:52:25","fsol10","2011/01/13 16:52:25"
"COD_SHN_HANSOKU_KBN02","商品販促区分02","2","SHN","0","商品代","fsol10","2011/01/13 16:52:25","fsol10","2011/01/13 16:52:25"
"COD_SHN_HANSOKU_KBN02","商品販促区分02","3","HANSOKU","1","販促代","fsol10","2011/01/13 16:52:25","fsol10","2011/01/13 16:52:25"
"COD_SIHA_ANNAI_OUT_KBN01","支払案内書出力区分01","1","HISOUHU","0","非送付","sis05","2008/07/04 16:51:34","fsol14","2009/12/02 15:14:00"
"COD_SIHA_ANNAI_OUT_KBN01","支払案内書出力区分01","2","SINTEN","1","親展","sis05","2008/07/04 16:51:34","fsol14","2009/12/02 15:14:00"
"COD_SIHA_ANNAI_OUT_KBN01","支払案内書出力区分01","3","TANMATU","2","端末","sis05","2008/07/04 16:51:34","fsol14","2009/12/02 15:14:00"
"COD_SIHA_ANNAISYO_KBN01","支払案内書送付区分01","1","HISOUHU","0","非送付","lpa00","2008/07/08 11:07:05","fsol14","2009/12/02 15:14:17"
"COD_SIHA_ANNAISYO_KBN01","支払案内書送付区分01","2","SINTEN","1","親展","lpa00","2008/07/08 11:07:05","fsol14","2009/12/02 15:14:17"
"COD_SIHA_ANNAISYO_KBN01","支払案内書送付区分01","3","TANMAZU","2","端末","lpa00","2008/07/08 11:07:05","fsol14","2009/12/02 15:14:17"
"COD_SIHA_CYCLE_KBN01","支払サイクル区分01","1","TOUGETU","0","当月","lpa00","2008/07/08 11:00:58","sis06","2011/02/10 10:54:50"
"COD_SIHA_CYCLE_KBN01","支払サイクル区分01","2","YOKUGETU","1","翌月","lpa00","2008/07/08 11:00:58","sis06","2011/02/10 10:54:50"
"COD_SIHA_CYCLE_KBN01","支払サイクル区分01","3","YOKU2GETU","2","翌々月","lpa00","2008/07/08 11:00:58","sis06","2011/02/10 10:54:50"
"COD_SIHA_CYCLE_KBN01","支払サイクル区分01","4","SONOTA","9","その他","lpa00","2008/07/08 11:00:58","sis06","2011/02/10 10:54:50"
"COD_SIHA_INFO_KBN01","支払先情報区分01","1","KIZON","0","既存","fsol07","2011/02/17 11:44:49","fsol07","2011/02/17 11:44:49"
"COD_SIHA_INFO_KBN01","支払先情報区分01","2","SINKI","1","新規","fsol07","2011/02/17 11:44:49","fsol07","2011/02/17 11:44:49"
"COD_SIHA_MEI_SITEI_KBN01","支払明細指定区分01","1","KANRYOU_DATA","0","完了データ","fsol05","2009/03/23 20:12:58","fsol14","2009/12/02 15:14:41"
"COD_SIHA_MEI_SITEI_KBN01","支払明細指定区分01","2","SIHARAI_DATA","1","支払データ","fsol05","2009/03/23 20:12:58","fsol14","2009/12/02 15:14:41"
"COD_SIHA_PTN01","支払パターン01","1","ZISYA","01","振込（手数料自社負担）","fsol07","2011/01/26 13:54:50","fsol07","2011/02/24 22:08:19"
"COD_SIHA_PTN01","支払パターン01","2","AITESAKI","02","振込（手数料相手負担）","fsol07","2011/01/26 13:54:50","fsol07","2011/02/24 22:08:19"
"COD_SIHA_PTN01","支払パターン01","3","SITEI_YOUSI","03","振込（振込指定用紙）手数料自社負担","fsol07","2011/01/26 13:54:50","fsol07","2011/02/24 22:08:19"
"COD_SIHA_PTN01","支払パターン01","4","ZISYA_SPOT","11","振込（手数料自社負担）","fsol07","2011/01/26 13:54:50","fsol07","2011/02/24 22:08:19"
"COD_SIHA_PTN01","支払パターン01","5","AITESAKI_SPOT","12","振込（手数料相手負担）","fsol07","2011/01/26 13:54:50","fsol07","2011/02/24 22:08:19"
"COD_SIHA_PTN01","支払パターン01","6","SITEI_YOUSI_SPOT","13","振込（振込指定用紙）手数料自社負担","fsol07","2011/01/26 13:54:50","fsol07","2011/02/24 22:08:19"
"COD_SIHA_SAKI_SYORI_KBN01","支払先処理区分01","1","SINKI","0","新規","lpa02","2008/12/19 18:08:06","fsol14","2009/12/02 15:14:50"
"COD_SIHA_SAKI_SYORI_KBN01","支払先処理区分01","2","SYUSEI","1","修正","lpa02","2008/12/19 18:08:06","fsol14","2009/12/02 15:14:50"
"COD_SIHA_SAKI_SYORI_KBN01","支払先処理区分01","3","KIZON","2","既存","lpa02","2008/12/19 18:08:06","fsol14","2009/12/02 15:14:50"
"COD_SIHA_TIMING_KBN01","支払タイミング区分01","1","MAIGETU","0","毎月","lpa00","2008/07/08 11:28:38","fsol14","2009/12/02 15:14:57"
"COD_SIHA_TIMING_KBN01","支払タイミング区分01","2","IKKATU","1","一括","lpa00","2008/07/08 11:28:38","fsol14","2009/12/02 15:14:57"
"COD_SIHA_TIMING_KBN01","支払タイミング区分01","3","NINIGETU","2","任意月","lpa00","2008/07/08 11:28:38","fsol14","2009/12/02 15:14:57"
"COD_SIHA_TIMING_KBN02","支払タイミング区分02","1","MAIGETU","0","毎月","fsol07","2011/02/17 11:49:02","fsol07","2011/02/17 11:49:02"
"COD_SIHA_TIMING_KBN02","支払タイミング区分02","2","IKKATU","1","一括","fsol07","2011/02/17 11:49:02","fsol07","2011/02/17 11:49:02"
"COD_SIHA_TIMING_KBN02","支払タイミング区分02","3","NINIGETU","2","任意月","fsol07","2011/02/17 11:49:02","fsol07","2011/02/17 11:49:02"
"COD_SIHA_TIMING_KBN02","支払タイミング区分02","4","MAITOSI","3","毎年","fsol07","2011/02/17 11:49:02","fsol07","2011/02/17 11:49:02"
"COD_SIHA_ZYOUKEN_KBN01","支払条件区分01","1","TEIRITU","00","定率","lpa00","2008/07/08 10:53:00","fsol14","2009/12/02 15:15:07"
"COD_SIHA_ZYOUKEN_KBN01","支払条件区分01","2","HATARI","01","本当り","lpa00","2008/07/08 10:53:00","fsol14","2009/12/02 15:15:07"
"COD_SIHA_ZYOUKEN_KBN01","支払条件区分01","3","BAIKA","02","売価詳細","lpa00","2008/07/08 10:53:00","fsol14","2009/12/02 15:15:07"
"COD_SIHA_ZYOUKEN_KBN01","支払条件区分01","4","TESURYOU","03","手数料なし","lpa00","2008/07/08 10:53:00","fsol14","2009/12/02 15:15:07"
"COD_SIHA_ZYOUKEN_KBN01","支払条件区分01","5","TENYURYOKU","04","手入力","lpa00","2008/07/08 10:53:00","fsol14","2009/12/02 15:15:07"
"COD_SIHA_ZYOUKEN_KBN02","支払条件区分02","1","TEIGAKU","0","定額","lpa00","2008/07/08 10:54:25","fsol14","2009/12/02 15:15:23"
"COD_SIHA_ZYOUKEN_KBN02","支払条件区分02","2","ZIPPI","1","実費","lpa00","2008/07/08 10:54:25","fsol14","2009/12/02 15:15:23"
"COD_SIHA_ZYOUKEN_KBN03","支払条件区分03","1","TEIGAKU","0","定額","fsol07","2011/02/17 11:15:13","fsol07","2011/02/17 11:15:13"
"COD_SIHA_ZYOUKEN_KBN03","支払条件区分03","2","ZIPPI","1","実費","fsol07","2011/02/17 11:15:13","fsol07","2011/02/17 11:15:13"
"COD_SIHA_ZYOUKEN_KBN03","支払条件区分03","3","SIHA_NASI","2","支払なし","fsol07","2011/02/17 11:15:13","fsol07","2011/02/17 11:15:13"
"COD_SIHARAI_STS_KBN01","支払状態区分01","1","MI_SINSEI","0","未申請","lpa00","2011/03/09 15:11:00","lpa00","2011/03/09 15:11:00"
"COD_SIHARAI_STS_KBN01","支払状態区分01","2","SINSEI_SUMI","1","申請済","lpa00","2011/03/09 15:11:00","lpa00","2011/03/09 15:11:00"
"COD_SIME_KBN01","締区分01","1","MI_SIME","0","未締","sis05","2008/07/10 14:00:43","fsol14","2009/12/02 15:15:32"
"COD_SIME_KBN01","締区分01","2","SIME","1","締","sis05","2008/07/10 14:00:43","fsol14","2009/12/02 15:15:32"
"COD_SIME_KIZYUN_KBN01","締基準区分01","1","ZISYA_SIME","0","自社締","fsol07","2011/02/01 18:44:16","fsol07","2011/02/01 18:44:16"
"COD_SIME_KIZYUN_KBN01","締基準区分01","2","AITE_SIME","1","相手締","fsol07","2011/02/01 18:44:16","fsol07","2011/02/01 18:44:16"
"COD_SINSEI_TAISYOU_KBN01","申請対象区分01","1","G2_SINSEI","0","Ｇ２申請","base08","2008/12/12 17:02:01","fsol14","2009/12/02 15:15:59"
"COD_SINSEI_TAISYOU_KBN01","申請対象区分01","2","K_SINSEI","1","Ｋ申請","base08","2008/12/12 17:02:01","fsol14","2009/12/02 15:15:59"
"COD_SINSEI_TAISYOU_KBN01","申請対象区分01","3","L_SINSEI","2","Ｌ申請","base08","2008/12/12 17:02:01","fsol14","2009/12/02 15:15:59"
"COD_SINSEI_TAISYOU_KBN02","申請対象区分02","1","SINSEI_TAISYOU","0","申請対象","sis05","2008/07/10 14:08:55","fsol14","2009/12/02 15:16:15"
"COD_SINSEI_TAISYOU_KBN02","申請対象区分02","2","SINSEI_TAISYOUGAI","1","申請対象外","sis05","2008/07/10 14:08:55","fsol14","2009/12/02 15:16:15"
"COD_SIRE_KAKAKU_KBN01","仕入価格変更区分01","1","ALL","0","全て","fsol05","2009/04/15 17:47:06","fsol14","2009/12/02 15:16:29"
"COD_SIRE_KAKAKU_KBN01","仕入価格変更区分01","2","HENKOU","1","変更分のみ","fsol05","2009/04/15 17:47:06","fsol14","2009/12/02 15:16:29"
"COD_SITEI_KBN01","指定区分01","1","ALL","0","全て","fsol05","2009/03/23 20:12:58","fsol14","2009/12/02 15:16:45"
"COD_SITEI_KBN01","指定区分01","2","SITEI","1","指定","fsol05","2009/03/23 20:12:58","fsol14","2009/12/02 15:16:45"
"COD_SOUKATU_KBN01","総括区分01","1","TUZYOU","0","通常先","lpa00","2008/07/08 10:59:42","fsol14","2009/12/02 15:16:54"
"COD_SOUKATU_KBN01","総括区分01","2","SOUKATU","1","総括先","lpa00","2008/07/08 10:59:42","fsol14","2009/12/02 15:16:54"
"COD_SOUKATU_KBN02","総括区分02","1","ALLVALUE","ALLVALUE","全て","lpa03","2009/02/03 13:51:05","fsol14","2009/12/02 15:17:09"
"COD_SOUKATU_KBN02","総括区分02","2","TUZYOU","0","通常先","lpa03","2009/02/03 13:51:05","fsol14","2009/12/02 15:17:09"
"COD_SOUKATU_KBN02","総括区分02","3","SOUKATU","1","総括先","lpa03","2009/02/03 13:51:05","fsol14","2009/12/02 15:17:09"
"COD_STS_TYUSYUTU_KBN01","状態抽出区分01","1","ALL","0","全て","lpa00","2011/03/09 15:10:21","lpa00","2011/03/09 15:10:21"
"COD_STS_TYUSYUTU_KBN01","状態抽出区分01","2","MI_SINSEI","1","未申請","lpa00","2011/03/09 15:10:21","lpa00","2011/03/09 15:10:21"
"COD_STS_TYUSYUTU_KBN01","状態抽出区分01","3","SINSEI_SUMI","2","申請済","lpa00","2011/03/09 15:10:21","lpa00","2011/03/09 15:10:21"
"COD_SUITOU_IN_KBN01","出納入力区分01","1","TUZYOU","0","通常","lpa03","2011/03/18 19:05:33","lpa03","2011/03/18 19:05:33"
"COD_SUITOU_IN_KBN01","出納入力区分01","2","RYOHI_KARIBARAI","1","旅費仮払戻入","lpa03","2011/03/18 19:05:33","lpa03","2011/03/18 19:05:33"
"COD_SYORI_HANI01","処理範囲01","1","IPPAN","1","一般","fsol07","2011/02/01 18:39:10","fsol07","2011/02/01 18:39:10"
"COD_SYORI_HANI01","処理範囲01","2","KOTEI","2","固定","fsol07","2011/02/01 18:39:10","fsol07","2011/02/01 18:39:10"
"COD_SYORI_HANI01","処理範囲01","3","HUTAN","3","負担","fsol07","2011/02/01 18:39:10","fsol07","2011/02/01 18:39:10"
"COD_SYORI_KBN01","処理区分01","1","NEW","1","新規","fsol07","2008/07/08 15:25:01","fsol14","2009/12/02 15:17:23"
"COD_SYORI_KBN02","処理区分02","1","UPD","2","変更","fsol07","2008/07/08 15:09:18","fsol14","2009/12/02 15:17:33"
"COD_SYORI_KBN03","処理区分03","1","NEW","1","新規","fsol07","2008/07/08 15:09:00","fsol14","2009/12/02 15:18:22"
"COD_SYORI_KBN03","処理区分03","2","UPD","2","変更","fsol07","2008/07/08 15:09:00","fsol14","2009/12/02 15:18:22"
"COD_SYORI_KBN04","処理区分04","1","DEL","3","削除","fsol07","2008/07/08 15:08:41","fsol14","2009/12/02 15:18:46"
"COD_SYORI_KBN05","処理区分05","1","NEW","1","新規","fsol07","2008/07/08 15:07:53","fsol14","2009/12/02 15:18:53"
"COD_SYORI_KBN05","処理区分05","2","DEL","3","削除","fsol07","2008/07/08 15:07:53","fsol14","2009/12/02 15:18:53"
"COD_SYORI_KBN06","処理区分06","1","UPD","2","変更","fsol07","2008/07/08 15:07:34","fsol14","2009/12/02 15:19:01"
"COD_SYORI_KBN06","処理区分06","2","DEL","3","削除","fsol07","2008/07/08 15:07:34","fsol14","2009/12/02 15:19:01"
"COD_SYORI_KBN07","処理区分07","1","NEW","1","新規","fsol07","2008/07/08 15:07:05","fsol14","2009/12/02 15:22:48"
"COD_SYORI_KBN07","処理区分07","2","UPD","2","変更","fsol07","2008/07/08 15:07:05","fsol14","2009/12/02 15:22:48"
"COD_SYORI_KBN07","処理区分07","3","DEL","3","削除","fsol07","2008/07/08 15:07:05","fsol14","2009/12/02 15:22:48"
"COD_SYORI_KBN08","処理区分08","1","REF","4","照会","fsol07","2008/07/08 15:06:42","fsol14","2009/12/02 15:23:44"
"COD_SYORI_KBN09","処理区分09","1","NEW","1","新規","fsol07","2008/07/08 15:06:23","fsol14","2009/12/02 15:24:08"
"COD_SYORI_KBN09","処理区分09","2","REF","4","照会","fsol07","2008/07/08 15:06:23","fsol14","2009/12/02 15:24:08"
"COD_SYORI_KBN10","処理区分10","1","UPD","2","変更","fsol07","2008/07/08 15:01:00","fsol14","2009/12/02 15:24:22"
"COD_SYORI_KBN10","処理区分10","2","REF","4","照会","fsol07","2008/07/08 15:01:00","fsol14","2009/12/02 15:24:22"
"COD_SYORI_KBN11","処理区分11","1","NEW","1","新規","fsol07","2008/07/08 15:00:39","fsol14","2009/12/02 15:24:30"
"COD_SYORI_KBN11","処理区分11","2","UPD","2","変更","fsol07","2008/07/08 15:00:39","fsol14","2009/12/02 15:24:30"
"COD_SYORI_KBN11","処理区分11","3","REF","4","照会","fsol07","2008/07/08 15:00:39","fsol14","2009/12/02 15:24:30"
"COD_SYORI_KBN12","処理区分12","1","DEL","3","削除","fsol07","2008/07/08 15:00:22","fsol14","2009/12/02 15:24:38"
"COD_SYORI_KBN12","処理区分12","2","REF","4","照会","fsol07","2008/07/08 15:00:22","fsol14","2009/12/02 15:24:38"
"COD_SYORI_KBN13","処理区分13","1","NEW","1","新規","fsol07","2008/07/08 14:59:57","fsol14","2009/12/02 15:24:44"
"COD_SYORI_KBN13","処理区分13","2","DEL","3","削除","fsol07","2008/07/08 14:59:57","fsol14","2009/12/02 15:24:44"
"COD_SYORI_KBN13","処理区分13","3","REF","4","照会","fsol07","2008/07/08 14:59:57","fsol14","2009/12/02 15:24:44"
"COD_SYORI_KBN14","処理区分14","1","UPD","2","変更","fsol07","2008/07/08 14:59:37","fsol14","2009/12/02 15:24:50"
"COD_SYORI_KBN14","処理区分14","2","DEL","3","削除","fsol07","2008/07/08 14:59:37","fsol14","2009/12/02 15:24:50"
"COD_SYORI_KBN14","処理区分14","3","REF","4","照会","fsol07","2008/07/08 14:59:37","fsol14","2009/12/02 15:24:50"
"COD_SYORI_KBN15","処理区分15","1","NEW","1","新規","fsol07","2008/07/08 14:59:18","fsol14","2009/12/02 15:25:16"
"COD_SYORI_KBN15","処理区分15","2","UPD","2","変更","fsol07","2008/07/08 14:59:18","fsol14","2009/12/02 15:25:16"
"COD_SYORI_KBN15","処理区分15","3","DEL","3","削除","fsol07","2008/07/08 14:59:18","fsol14","2009/12/02 15:25:16"
"COD_SYORI_KBN15","処理区分15","4","REF","4","照会","fsol07","2008/07/08 14:59:18","fsol14","2009/12/02 15:25:16"
"COD_SYORI_KBN16","処理区分16","1","NEW","1","新規","fsol03","2008/07/14 10:51:35","fsol14","2009/12/02 15:25:24"
"COD_SYORI_KBN16","処理区分16","2","UPD","2","変更","fsol03","2008/07/14 10:51:35","fsol14","2009/12/02 15:25:24"
"COD_SYORI_KBN16","処理区分16","3","DEL","3","削除","fsol03","2008/07/14 10:51:35","fsol14","2009/12/02 15:25:24"
"COD_SYORI_KBN16","処理区分16","4","REF","4","照会","fsol03","2008/07/14 10:51:35","fsol14","2009/12/02 15:25:24"
"COD_SYORI_KBN16","処理区分16","5","DIV","5","流用登録","fsol03","2008/07/14 10:51:35","fsol14","2009/12/02 15:25:24"
"COD_SYORI_KBN17","処理区分17","1","UPD","2","変更","sis00","2008/07/29 18:46:12","fsol14","2009/12/02 15:25:33"
"COD_SYORI_KBN17","処理区分17","2","DEL","3","削除","sis00","2008/07/29 18:46:12","fsol14","2009/12/02 15:25:33"
"COD_SYORI_KBN17","処理区分17","3","REF","4","照会","sis00","2008/07/29 18:46:12","fsol14","2009/12/02 15:25:33"
"COD_SYORI_KBN17","処理区分17","4","OUT","5","報告書出力","sis00","2008/07/29 18:46:12","fsol14","2009/12/02 15:25:33"
"COD_SYORI_KBN19","処理区分19","1","NEW","1","新規","lpa02","2008/08/18 18:54:27","fsol14","2009/12/02 15:26:15"
"COD_SYORI_KBN19","処理区分19","2","UPD","2","変更","lpa02","2008/08/18 18:54:27","fsol14","2009/12/02 15:26:15"
"COD_SYORI_KBN19","処理区分19","3","DEL","3","削除","lpa02","2008/08/18 18:54:27","fsol14","2009/12/02 15:26:15"
"COD_SYORI_KBN19","処理区分19","4","REF","4","照会","lpa02","2008/08/18 18:54:27","fsol14","2009/12/02 15:26:15"
"COD_SYORI_KBN19","処理区分19","5","RENEW","5","条件変更","lpa02","2008/08/18 18:54:27","fsol14","2009/12/02 15:26:15"
"COD_SYORI_KBN20","処理区分20","1","NEW","1","新規","lpa01","2008/08/19 15:20:54","fsol14","2009/12/02 15:26:22"
"COD_SYORI_KBN20","処理区分20","2","UPD","2","変更","lpa01","2008/08/19 15:20:54","fsol14","2009/12/02 15:26:22"
"COD_SYORI_KBN20","処理区分20","3","REF","4","照会","lpa01","2008/08/19 15:20:54","fsol14","2009/12/02 15:26:22"
"COD_SYORI_KBN20","処理区分20","4","RYU","5","流用登録","lpa01","2008/08/19 15:20:54","fsol14","2009/12/02 15:26:22"
"COD_SYORI_KBN21","処理区分21","1","REF","4","照会","base09","2008/12/09 14:45:43","fsol14","2009/12/02 15:26:29"
"COD_SYORI_KBN21","処理区分21","2","MEN","5","メンテナンス","base09","2008/12/09 14:45:43","fsol14","2009/12/02 15:26:29"
"COD_SYORI_KBN21","処理区分21","3","SIME","6","締","base09","2008/12/09 14:45:43","fsol14","2009/12/02 15:26:29"
"COD_SYORI_KBN22","処理区分22","1","SEL","1","抽出","base08","2008/12/11 11:48:24","fsol14","2009/12/02 15:31:12"
"COD_SYORI_KBN22","処理区分22","2","INS","2","振込予定変更プルーフリスト出力","base08","2008/12/11 11:48:24","fsol14","2009/12/02 15:31:12"
"COD_SYORI_KBN22","処理区分22","3","WRITE","3","振込データ作成","base08","2008/12/11 11:48:24","fsol14","2009/12/02 15:31:12"
"COD_SYORI_KBN22","処理区分22","4","RUN","4","仕訳実行","base08","2008/12/11 11:48:24","fsol14","2009/12/02 15:31:12"
"COD_SYORI_KBN23","処理区分23","1","NEW","1","新規","fsol05","2009/03/23 20:12:58","fsol14","2009/12/02 15:31:20"
"COD_SYORI_KBN23","処理区分23","2","UPD","2","変更","fsol05","2009/03/23 20:12:58","fsol14","2009/12/02 15:31:20"
"COD_SYORI_KBN23","処理区分23","3","DEL","3","削除","fsol05","2009/03/23 20:12:58","fsol14","2009/12/02 15:31:20"
"COD_SYORI_KBN23","処理区分23","4","REF","4","照会","fsol05","2009/03/23 20:12:58","fsol14","2009/12/02 15:31:20"
"COD_SYORI_KBN23","処理区分23","5","EIGYOUSYO","5","営業所用変更","fsol05","2009/03/23 20:12:58","fsol14","2009/12/02 15:31:20"
"COD_SYORI_KBN24","処理区分24","1","NEW","1","新規","fsol05","2009/03/23 20:12:58","fsol14","2009/12/02 15:31:27"
"COD_SYORI_KBN24","処理区分24","2","MAKERHENKYAKU","5","メーカー返却","fsol05","2009/03/23 20:12:58","fsol14","2009/12/02 15:31:27"
"COD_SYORI_KBN25","処理区分25","1","KARI_KAKUTEI","5","仮確定","fsol10","2011/01/06 22:40:34","fsol10","2011/01/18 21:03:09"
"COD_SYORI_KBN25","処理区分25","2","KAKUTEI","6","確定","fsol10","2011/01/06 22:40:34","fsol10","2011/01/18 21:03:09"
"COD_SYORI_KBN26","処理区分26","1","REF","4","照会","fsol07","2011/01/24 12:04:28","fsol07","2011/01/24 12:08:25"
"COD_SYORI_KBN26","処理区分26","2","MEN","5","メンテナンス","fsol07","2011/01/24 12:04:28","fsol07","2011/01/24 12:08:25"
"COD_SYORI_KBN27","処理区分27","1","UPD","2","変更","fsol07","2011/01/26 13:41:47","fsol07","2011/01/26 13:41:47"
"COD_SYORI_KBN27","処理区分27","2","DEL","3","削除","fsol07","2011/01/26 13:41:47","fsol07","2011/01/26 13:41:47"
"COD_SYORI_KBN27","処理区分27","3","CPY","5","複写","fsol07","2011/01/26 13:41:47","fsol07","2011/01/26 13:41:47"
"COD_SYORI_KBN28","処理区分28","1","NEW","1","新規","fsol07","2011/02/17 11:21:04","fsol07","2011/02/17 11:21:04"
"COD_SYORI_KBN28","処理区分28","2","UPD","2","変更","fsol07","2011/02/17 11:21:04","fsol07","2011/02/17 11:21:04"
"COD_SYORI_KBN28","処理区分28","3","DEL","3","削除","fsol07","2011/02/17 11:21:04","fsol07","2011/02/17 11:21:04"
"COD_SYORI_KBN28","処理区分28","4","REF","4","照会","fsol07","2011/02/17 11:21:04","fsol07","2011/02/17 11:21:04"
"COD_SYORI_KBN28","処理区分28","5","RENEW","5","条件変更","fsol07","2011/02/17 11:21:04","fsol07","2011/02/17 11:21:04"
"COD_SYORI_KBN28","処理区分28","6","CANCEL","6","解約","fsol07","2011/02/17 11:21:04","fsol07","2011/02/17 11:21:04"
"COD_SYOUNIN_STS01","承認状態01","1","KAISOU_MAE","0","回送前","wt01","2008/07/23 11:53:34","fsol14","2009/12/02 15:35:30"
"COD_SYOUNIN_STS01","承認状態01","2","MIKETU","1","未決","wt01","2008/07/23 11:53:34","fsol14","2009/12/02 15:35:30"
"COD_SYOUNIN_STS01","承認状態01","3","KAKETU","2","可決","wt01","2008/07/23 11:53:34","fsol14","2009/12/02 15:35:30"
"COD_SYOUNIN_STS01","承認状態01","4","HIKETU","3","否決","wt01","2008/07/23 11:53:34","fsol14","2009/12/02 15:35:30"
"COD_SYUKKIN_KBN01","出金区分01","1","YOKIN","0","預金","fsol07","2011/02/17 11:23:44","fsol07","2011/02/17 11:23:44"
"COD_SYUKKIN_KBN01","出金区分01","2","GENKIN","1","現金","fsol07","2011/02/17 11:23:44","fsol07","2011/02/17 11:23:44"
"COD_SYURI_KBN01","修理区分01","1","IPPAN","10","一般修理","fsol05","2009/03/23 20:12:58","fsol05","2009/03/24 11:26:55"
"COD_SYURI_KBN01","修理区分01","2","HOKEN","20","保険修理","fsol05","2009/03/23 20:12:58","fsol05","2009/03/24 11:26:55"
"COD_SYURI_KBN01","修理区分01","3","MUSYO","30","無償修理","fsol05","2009/03/23 20:12:58","fsol05","2009/03/24 11:26:55"
"COD_SYURI_KBN01","修理区分01","4","KAGAISYA","40","加害者負担修理","fsol05","2009/03/23 20:12:58","fsol05","2009/03/24 11:26:55"
"COD_SYURI_ZYOUKYOU_KBN01","修理状況区分01","1","TOZITU","1","当日受付分＋未受付","fsol05","2009/03/23 20:12:58","fsol05","2010/01/19 15:16:26"
"COD_SYURI_ZYOUKYOU_KBN01","修理状況区分01","2","MIUKETUKE","2","未受付","fsol05","2009/03/23 20:12:58","fsol05","2010/01/19 15:16:26"
"COD_SYURI_ZYOUKYOU_KBN01","修理状況区分01","3","UKETUKEZUMI","3","受付済","fsol05","2009/03/23 20:12:58","fsol05","2010/01/19 15:16:26"
"COD_SYURI_ZYOUKYOU_KBN01","修理状況区分01","4","MIKANRYOU","4","修理未完了","fsol05","2009/03/23 20:12:58","fsol05","2010/01/19 15:16:26"
"COD_SYURI_ZYOUKYOU_KBN01","修理状況区分01","5","KANRYOU","5","修理完了","fsol05","2009/03/23 20:12:58","fsol05","2010/01/19 15:16:26"
"COD_SYURI_ZYOUKYOU_KBN01","修理状況区分01","6","KAKUNINMATI","6","修理完了（完了確認待）","fsol05","2009/03/23 20:12:58","fsol05","2010/01/19 15:16:26"
"COD_SYURI_ZYOUKYOU_KBN01","修理状況区分01","7","KAKUNINZUMI","7","修理完了（完了確認済）","fsol05","2009/03/23 20:12:58","fsol05","2010/01/19 15:16:26"
"COD_SYURI_ZYOUKYOU_KBN02","修理状況区分02","1","MIUKETUKE","1","未受付","fsol05","2010/01/19 15:15:47","fsol05","2010/01/19 15:15:47"
